Rouge-L-P,Rouge-L-R,Rouge-L-F,Rouge-2-P,Rouge-2-R,Rouge-2-F
0.4500606470532459,0.15238393940056147,0.15238393940056147,0.2936352055294396,0.09566570783249846,0.09566570783249846
0.4505815295385734,0.15256148125712202,0.15256148125712202,0.2939247536519204,0.09579283711140585,0.09579283711140585
0.45083198071952446,0.1527224036438928,0.1527224036438928,0.2940519662318966,0.09586997913928393,0.09586997913928393
0.45144937281969416,0.15293941469921396,0.15293941469921396,0.29458259511687657,0.09605824750725127,0.09605824750725127
0.45251230900661693,0.15320190940223685,0.15320190940223685,0.29555502261811517,0.09628124663125495,0.09628124663125495
0.45299499692740686,0.15336119184113392,0.15336119184113392,0.2957613990772923,0.09636535501774722,0.09636535501774722
0.4537836661174058,0.15375100762477714,0.15375100762477714,0.29658384577830027,0.09682529075823199,0.09682529075823199
0.45425122041233407,0.15389954013739324,0.15389954013739324,0.2967397578222221,0.09690425779973974,0.09690425779973974
0.45502835189433466,0.15410232357151876,0.15410232357151876,0.29740580929121396,0.09708010088154172,0.09708010088154172
0.45554277115858055,0.1542844562706887,0.1542844562706887,0.29786385719060304,0.09724455474835057,0.09724455474835057
0.45643382289573436,0.15451104222440507,0.15451104222440507,0.29866898857445023,0.09744350206365358,0.09744350206365358
0.45710517322990163,0.15474564941366853,0.15474564941366853,0.29918770756597496,0.09762745736071254,0.09762745736071254
0.4579922039246297,0.15505588010979882,0.15505588010979882,0.2999252355067037,0.09785375435868575,0.09785375435868575
0.4587412662560625,0.15531713627427676,0.15531713627427676,0.3005544884037525,0.09805770514403764,0.09805770514403764
0.45891500215965525,0.1551788203373847,0.1551788203373847,0.30043621500305934,0.09790603928726489,0.09790603928726489
0.45966305477733616,0.15544792984739417,0.15544792984739417,0.3011040312156536,0.09811211982557409,0.09811211982557409
0.4605778896360976,0.15575588007311045,0.15575588007311045,0.3018828972483423,0.09835260935974398,0.09835260935974398
0.461159093930891,0.15599614612866725,0.15599614612866725,0.302371264356558,0.09854792733316628,0.09854792733316628
0.4615756291413279,0.15618715970276834,0.15618715970276834,0.3025579939842031,0.09865809361459542,0.09865809361459542
0.46241046602378877,0.1566229411662054,0.1566229411662054,0.303291641893285,0.09909164000838938,0.09909164000838938
0.46313715929944094,0.15687469351521005,0.15687469351521005,0.30388163708210103,0.09927305199766978,0.09927305199766978
0.4640651124316489,0.15720728935539535,0.15720728935539535,0.3048401740758097,0.0995646379326616,0.0995646379326616
0.4647526351109325,0.15735425243810847,0.15735425243810847,0.30553756526257314,0.09969750025243199,0.09969750025243199
